Route,Airline,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,TotalDelays
Portland International Airport - Denver International Airport,Alaska Airlines Inc.,763,0,269,0,603,1635
Portland International Airport - Denver International Airport,Frontier Airlines Inc.,1294,55,2100,0,2325,5774
Portland International Airport - Denver International Airport,Southwest Airlines Co.,118,0,45,13,60,236
Portland International Airport - Denver International Airport,United Air Lines Inc.,2218,23,674,0,7734,10649
Portland International Airport - Eugene Airport (Mahlon Sweet Field),Skywest Airlines Inc.,835,392,11,0,333,1571
Portland International Airport - Gen. Edward Lawrence Logan International Airport,Alaska Airlines Inc.,1345,0,200,0,0,1545
Portland International Airport - Hartsfield-Jackson Atlanta International Airport,Delta Air Lines Inc.,1045,131,394,0,842,2412
Portland International Airport - Honolulu International Airport,Hawaiian Airlines Inc.,243,6,0,1,82,332
Portland International Airport - John F. Kennedy International Airport (New York International Airport),Delta Air Lines Inc.,104,0,7,0,128,239
Portland International Airport - John F. Kennedy International Airport (New York International Airport),JetBlue Airways,220,0,130,0,796,1146
Portland International Airport - John Wayne Airport (Orange County Airport),Alaska Airlines Inc.,1661,0,313,0,1934,3908
Portland International Airport - Kahului Airport,Hawaiian Airlines Inc.,886,0,0,0,7,893
Portland International Airport - Kansas City International Airport,Southwest Airlines Co.,168,60,76,13,395,712
Portland International Airport - Los Angeles International Airport,Alaska Airlines Inc.,1606,132,308,0,1404,3450
Portland International Airport - Los Angeles International Airport,Skywest Airlines Inc.,2994,50,328,0,2015,5387
Portland International Airport - Los Angeles International Airport,United Air Lines Inc.,54,0,91,0,362,507
Portland International Airport - McCarran International Airport,Alaska Airlines Inc.,2217,0,661,0,1413,4291
Portland International Airport - McCarran International Airport,Southwest Airlines Co.,1817,342,864,37,3989,7049
Portland International Airport - McCarran International Airport,US Airways Inc.,866,0,544,0,1589,2999
Portland International Airport - Norman Y. Mineta San José International Airport,Alaska Airlines Inc.,1197,74,232,0,2002,3505
Portland International Airport - Norman Y. Mineta San José International Airport,Southwest Airlines Co.,1430,92,113,0,2659,4294
Portland International Airport - Oakland International Airport,Alaska Airlines Inc.,1260,0,173,31,1451,2915
Portland International Airport - Oakland International Airport,Southwest Airlines Co.,2527,27,213,46,6474,9287
Portland International Airport - Ontario International Airport,Alaska Airlines Inc.,401,0,135,0,649,1185
Portland International Airport - Orlando International Airport,Alaska Airlines Inc.,923,0,92,0,34,1049
Portland International Airport - Palm Springs International Airport,Alaska Airlines Inc.,605,0,65,0,550,1220
Portland International Airport - Philadelphia International Airport,US Airways Inc.,190,0,438,0,219,847
Portland International Airport - Phoenix Sky Harbor International Airport,Alaska Airlines Inc.,1129,0,227,2,1163,2521
Portland International Airport - Phoenix Sky Harbor International Airport,Southwest Airlines Co.,1187,0,200,37,2267,3691
Portland International Airport - Phoenix Sky Harbor International Airport,US Airways Inc.,2531,0,197,0,1529,4257
Portland International Airport - Redmond Municipal Airport (Roberts Field),Skywest Airlines Inc.,1830,0,1,15,288,2134
Portland International Airport - Reno/Tahoe International Airport,Southwest Airlines Co.,1487,145,211,8,3538,5389
Portland International Airport - Rogue Valley International Airport,Skywest Airlines Inc.,841,166,28,0,704,1739
Portland International Airport - Sacramento International Airport,Alaska Airlines Inc.,248,0,67,0,1177,1492
Portland International Airport - Sacramento International Airport,Southwest Airlines Co.,2030,167,172,83,7833,10285
Portland International Airport - Salt Lake City International Airport,Delta Air Lines Inc.,873,262,118,0,700,1953
Portland International Airport - Salt Lake City International Airport,Skywest Airlines Inc.,564,231,17,0,1727,2539
Portland International Airport - Salt Lake City International Airport,Southwest Airlines Co.,1316,86,359,0,2391,4152
Portland International Airport - San Diego International Airport (Lindbergh Field),Alaska Airlines Inc.,1410,25,387,0,1894,3716
Portland International Airport - San Francisco International Airport,Alaska Airlines Inc.,595,0,3671,0,1023,5289
Portland International Airport - San Francisco International Airport,United Air Lines Inc.,1324,21,8782,0,8493,18620
Portland International Airport - Seattle-Tacoma International Airport,Skywest Airlines Inc.,1781,431,1309,0,963,4484
Portland International Airport - Spokane International Airport,Southwest Airlines Co.,1240,173,256,17,4973,6659
Portland International Airport - Ted Stevens Anchorage International Airport,Alaska Airlines Inc.,692,27,321,0,184,1224
Portland International Airport - Washington Dulles International Airport,United Air Lines Inc.,1301,151,105,0,211,1768
Portland International Jetport - Hartsfield-Jackson Atlanta International Airport,Atlantic Southeast Airlines,2481,1458,2026,0,983,6948
Portland International Jetport - John F. Kennedy International Airport (New York International Airport),JetBlue Airways,3267,0,4661,0,1629,9557
Portland International Jetport - Orlando International Airport,JetBlue Airways,277,0,122,12,401,812
Quad City International Airport - Chicago O'Hare International Airport,American Eagle Airlines Inc.,924,369,6187,16,6253,13749
Quad City International Airport - Chicago O'Hare International Airport,Skywest Airlines Inc.,45,659,6224,0,862,7790
Quad City International Airport - Dallas/Fort Worth International Airport,American Eagle Airlines Inc.,182,184,456,0,2078,2900
Quad City International Airport - Denver International Airport,Skywest Airlines Inc.,1339,191,508,0,3791,5829
Quad City International Airport - Hartsfield-Jackson Atlanta International Airport,Atlantic Southeast Airlines,5335,1141,2062,49,507,9094
Rafael Hernández Airport - John F. Kennedy International Airport (New York International Airport),JetBlue Airways,243,0,148,0,784,1175
Rafael Hernández Airport - Orlando International Airport,JetBlue Airways,176,0,13,0,1470,1659
Raleigh-Durham International Airport - Austin-Bergstrom International Airport,American Airlines Inc.,240,131,491,0,3497,4359
Raleigh-Durham International Airport - Baltimore-Washington International Airport,Southwest Airlines Co.,1333,774,1148,0,6479,9734
Raleigh-Durham International Airport - Bradley International Airport,American Eagle Airlines Inc.,1760,299,608,0,2592,5259
Raleigh-Durham International Airport - Charlotte Douglas International Airport,US Airways Inc.,1940,160,1989,25,3017,7131
Raleigh-Durham International Airport - Chicago Midway International Airport,Southwest Airlines Co.,1273,426,1088,8,3878,6673
Raleigh-Durham International Airport - Chicago O'Hare International Airport,American Airlines Inc.,1713,8,4687,0,5002,11410
Raleigh-Durham International Airport - Chicago O'Hare International Airport,United Air Lines Inc.,939,204,4584,0,2680,8407
Raleigh-Durham International Airport - Cincinnati/Northern Kentucky International Airport,Delta Air Lines Inc.,211,0,126,0,0,337
Raleigh-Durham International Airport - Dallas/Fort Worth International Airport,American Airlines Inc.,2334,375,1808,0,5521,10038
Raleigh-Durham International Airport - Denver International Airport,Southwest Airlines Co.,25,0,45,0,234,304
Raleigh-Durham International Airport - Denver International Airport,United Air Lines Inc.,373,329,425,0,1476,2603
Raleigh-Durham International Airport - Fort Lauderdale-Hollywood International Airport,JetBlue Airways,44,0,100,0,813,957
Raleigh-Durham International Airport - Fort Lauderdale-Hollywood International Airport,Southwest Airlines Co.,65,105,61,0,178,409
Raleigh-Durham International Airport - Gen. Edward Lawrence Logan International Airport,American Eagle Airlines Inc.,3119,340,3683,0,6867,14009
Raleigh-Durham International Airport - Gen. Edward Lawrence Logan International Airport,JetBlue Airways,31,0,452,0,1280,1763
Raleigh-Durham International Airport - General Mitchell International Airport,Skywest Airlines Inc.,2215,884,526,32,422,4079
Raleigh-Durham International Airport - Hartsfield-Jackson Atlanta International Airport,Atlantic Southeast Airlines,768,316,378,0,172,1634
Raleigh-Durham International Airport - Hartsfield-Jackson Atlanta International Airport,Delta Air Lines Inc.,3057,97,2898,0,2117,8169
Raleigh-Durham International Airport - Jacksonville International Airport,American Eagle Airlines Inc.,3072,438,510,0,1901,5921
Raleigh-Durham International Airport - John F. Kennedy International Airport (New York International Airport),American Eagle Airlines Inc.,2062,336,4533,0,2945,9876
Raleigh-Durham International Airport - John F. Kennedy International Airport (New York International Airport),JetBlue Airways,917,0,5509,1,2805,9232
Raleigh-Durham International Airport - Kansas City International Airport,American Eagle Airlines Inc.,1412,62,491,0,543,2508
Raleigh-Durham International Airport - LaGuardia Airport (Marine Air Terminal),American Airlines Inc.,945,67,5824,0,886,7722
Raleigh-Durham International Airport - LaGuardia Airport (Marine Air Terminal),American Eagle Airlines Inc.,2753,205,11414,0,5400,19772
Raleigh-Durham International Airport - Louisville International Airport (Standiford Field),American Eagle Airlines Inc.,842,172,447,0,1257,2718
Raleigh-Durham International Airport - McCarran International Airport,Southwest Airlines Co.,417,94,1297,0,2353,4161
Raleigh-Durham International Airport - Miami International Airport,American Airlines Inc.,1294,370,1129,6,4424,7223
Raleigh-Durham International Airport - Nashville International Airport,Southwest Airlines Co.,1109,66,601,6,8910,10692
Raleigh-Durham International Airport - Newark Liberty International Airport,American Eagle Airlines Inc.,679,31,7171,0,2652,10533
Raleigh-Durham International Airport - Northwest Arkansas Regional Airport,American Eagle Airlines Inc.,865,101,147,0,1200,2313
Raleigh-Durham International Airport - Orlando International Airport,Atlantic Southeast Airlines,200,144,114,0,0,458
Raleigh-Durham International Airport - Orlando International Airport,Southwest Airlines Co.,1098,44,523,6,4787,6458
Raleigh-Durham International Airport - Philadelphia International Airport,Southwest Airlines Co.,1265,1067,8333,0,4678,15343
Raleigh-Durham International Airport - Philadelphia International Airport,US Airways Inc.,664,10,5645,0,2055,8374
Raleigh-Durham International Airport - Phoenix Sky Harbor International Airport,Southwest Airlines Co.,384,0,181,0,880,1445
Raleigh-Durham International Airport - Phoenix Sky Harbor International Airport,US Airways Inc.,268,136,90,0,526,1020
Raleigh-Durham International Airport - Port Columbus International Airport,American Eagle Airlines Inc.,1314,241,331,0,1749,3635
Raleigh-Durham International Airport - Ronald Reagan Washington National Airport,American Eagle Airlines Inc.,4177,427,1168,0,4774,10546
Raleigh-Durham International Airport - Salt Lake City International Airport,Delta Air Lines Inc.,865,0,45,0,121,1031
Raleigh-Durham International Airport - St. Louis International Airport at Lambert Field,American Airlines Inc.,191,213,220,0,459,1083
Raleigh-Durham International Airport - Tampa International Airport,Southwest Airlines Co.,764,26,195,6,1659,2650
Raleigh-Durham International Airport - Washington Dulles International Airport,United Air Lines Inc.,1104,7,988,0,3097,5196
Ralph Wien Memorial Airport - Nome Airport,Alaska Airlines Inc.,329,340,62,51,1019,1801
Ralph Wien Memorial Airport - Ted Stevens Anchorage International Airport,Alaska Airlines Inc.,55,109,111,53,943,1271
Rapid City Regional Airport - Chicago O'Hare International Airport,Skywest Airlines Inc.,23,0,718,0,569,1310
Rapid City Regional Airport - Chicago O'Hare International Airport,United Air Lines Inc.,0,0,626,0,307,933
Rapid City Regional Airport - Denver International Airport,Skywest Airlines Inc.,430,171,729,0,2246,3576
Rapid City Regional Airport - Salt Lake City International Airport,Skywest Airlines Inc.,724,180,83,0,513,1500
Redding Municipal Airport - Sacramento International Airport,Skywest Airlines Inc.,0,41,0,0,0,41
Redding Municipal Airport - San Francisco International Airport,Skywest Airlines Inc.,962,39,12396,187,3314,16898
Redmond Municipal Airport (Roberts Field) - Portland International Airport,Skywest Airlines Inc.,2686,565,169,0,859,4279
Redmond Municipal Airport (Roberts Field) - Salt Lake City International Airport,Skywest Airlines Inc.,576,21,12,0,752,1361
Redmond Municipal Airport (Roberts Field) - San Francisco International Airport,Skywest Airlines Inc.,2413,268,8187,0,1271,12139
Reno/Tahoe International Airport - Boise Airport (Boise Air Terminal),Southwest Airlines Co.,1031,8,103,3,3066,4211
Reno/Tahoe International Airport - Chicago Midway International Airport,Southwest Airlines Co.,57,142,90,0,295,584
Reno/Tahoe International Airport - Chicago O'Hare International Airport,American Airlines Inc.,293,44,2757,0,3447,6541
Reno/Tahoe International Airport - Dallas/Fort Worth International Airport,American Airlines Inc.,898,326,411,0,4188,5823
Reno/Tahoe International Airport - Denver International Airport,United Air Lines Inc.,1288,256,352,0,3609,5505
Reno/Tahoe International Airport - Hartsfield-Jackson Atlanta International Airport,Delta Air Lines Inc.,801,207,292,0,0,1300
Reno/Tahoe International Airport - Los Angeles International Airport,Skywest Airlines Inc.,659,28,486,0,2544,3717
Reno/Tahoe International Airport - Los Angeles International Airport,Southwest Airlines Co.,839,248,579,0,2900,4566
Reno/Tahoe International Airport - McCarran International Airport,Southwest Airlines Co.,2702,571,3381,34,13875,20563
Reno/Tahoe International Airport - McCarran International Airport,US Airways Inc.,207,0,46,0,380,633
Reno/Tahoe International Airport - Norman Y. Mineta San José International Airport,Southwest Airlines Co.,1147,235,236,8,4333,5959
Reno/Tahoe International Airport - Oakland International Airport,Southwest Airlines Co.,820,72,609,0,3391,4892
Reno/Tahoe International Airport - Ontario International Airport,Southwest Airlines Co.,22,0,0,0,44,66
Reno/Tahoe International Airport - Phoenix Sky Harbor International Airport,Southwest Airlines Co.,506,305,401,0,3651,4863
Reno/Tahoe International Airport - Phoenix Sky Harbor International Airport,US Airways Inc.,1845,62,288,0,1899,4094
Reno/Tahoe International Airport - Portland International Airport,Southwest Airlines Co.,818,39,311,0,4049,5217
Reno/Tahoe International Airport - Salt Lake City International Airport,Delta Air Lines Inc.,123,82,88,0,348,641
Reno/Tahoe International Airport - Salt Lake City International Airport,Skywest Airlines Inc.,730,121,0,0,1090,1941
Reno/Tahoe International Airport - Salt Lake City International Airport,Southwest Airlines Co.,127,51,129,0,888,1195
Reno/Tahoe International Airport - San Diego International Airport (Lindbergh Field),Southwest Airlines Co.,466,0,120,5,2279,2870
Reno/Tahoe International Airport - San Francisco International Airport,Skywest Airlines Inc.,1427,724,9273,0,4519,15943
Reno/Tahoe International Airport - San Francisco International Airport,United Air Lines Inc.,563,102,1665,0,2310,4640
Reno/Tahoe International Airport - Seattle-Tacoma International Airport,Alaska Airlines Inc.,100,0,143,0,512,755
Reno/Tahoe International Airport - Seattle-Tacoma International Airport,Southwest Airlines Co.,222,0,135,0,1322,1679
Richmond International Airport - Charlotte Douglas International Airport,US Airways Inc.,755,7,499,0,334,1595
Richmond International Airport - Chicago O'Hare International Airport,American Eagle Airlines Inc.,1716,301,6749,0,5584,14350
Richmond International Airport - Chicago O'Hare International Airport,United Air Lines Inc.,2273,258,3475,0,1863,7869
Richmond International Airport - Dallas/Fort Worth International Airport,American Airlines Inc.,1742,212,783,0,2718,5455
Richmond International Airport - Fort Lauderdale-Hollywood International Airport,JetBlue Airways,436,0,444,0,1008,1888
Richmond International Airport - Gen. Edward Lawrence Logan International Airport,JetBlue Airways,777,332,1462,0,1540,4111
Richmond International Airport - Hartsfield-Jackson Atlanta International Airport,Atlantic Southeast Airlines,2044,479,1032,0,553,4108
Richmond International Airport - Hartsfield-Jackson Atlanta International Airport,Delta Air Lines Inc.,1846,188,2764,0,1889,6687
Richmond International Airport - John F. Kennedy International Airport (New York International Airport),JetBlue Airways,1595,126,2397,0,2578,6696
Richmond International Airport - Miami International Airport,American Eagle Airlines Inc.,603,6,539,0,2057,3205
Richmond International Airport - Norfolk International Airport,Skywest Airlines Inc.,0,0,227,0,0,227
Richmond International Airport - Orlando International Airport,Atlantic Southeast Airlines,120,166,0,0,0,286
Richmond International Airport - Philadelphia International Airport,US Airways Inc.,339,0,1221,0,134,1694
Rick Husband Amarillo International Airport - Albuquerque International Sunport,Southwest Airlines Co.,238,338,32,18,0,626
Rick Husband Amarillo International Airport - Dallas Love Field,Southwest Airlines Co.,1577,1055,746,0,7697,11075
Rick Husband Amarillo International Airport - Dallas/Fort Worth International Airport,American Eagle Airlines Inc.,2504,2753,1813,7,10418,17495
Rick Husband Amarillo International Airport - Denver International Airport,Southwest Airlines Co.,153,80,68,0,2850,3151
Rick Husband Amarillo International Airport - McCarran International Airport,Southwest Airlines Co.,88,0,602,0,1339,2029
Roanoke Regional Airport (Woodrum Field) - Chicago O'Hare International Airport,Skywest Airlines Inc.,366,181,5316,0,648,6511
Roanoke Regional Airport (Woodrum Field) - Hartsfield-Jackson Atlanta International Airport,Atlantic Southeast Airlines,2569,1523,2662,14,381,7149
Rochester International Airport - Chicago O'Hare International Airport,American Eagle Airlines Inc.,1695,116,10807,0,12773,25391
Rogue Valley International Airport - Denver International Airport,Skywest Airlines Inc.,678,0,0,0,0,678
Rogue Valley International Airport - Portland International Airport,Skywest Airlines Inc.,1539,348,272,0,1552,3711
Rogue Valley International Airport - Salt Lake City International Airport,Skywest Airlines Inc.,403,0,27,0,463,893
Rogue Valley International Airport - San Francisco International Airport,Skywest Airlines Inc.,4291,521,17851,82,3337,26082
Rogue Valley International Airport - Santa Barbara Municipal Airport (Santa Barbara Airport),Skywest Airlines Inc.,0,0,48,0,0,48
Ronald Reagan Washington National Airport - Albany International Airport,US Airways Inc.,320,60,101,0,785,1266
Ronald Reagan Washington National Airport - Bradley International Airport,US Airways Inc.,554,258,590,63,1857,3322
Ronald Reagan Washington National Airport - Buffalo Niagara International Airport,US Airways Inc.,429,339,168,0,610,1546
Ronald Reagan Washington National Airport - Charlotte Douglas International Airport,US Airways Inc.,1838,1157,2091,0,2548,7634
Ronald Reagan Washington National Airport - Chicago O'Hare International Airport,American Airlines Inc.,2160,56,8492,0,5140,15848
Ronald Reagan Washington National Airport - Chicago O'Hare International Airport,American Eagle Airlines Inc.,349,15,1349,0,2669,4382
Ronald Reagan Washington National Airport - Chicago O'Hare International Airport,United Air Lines Inc.,4571,926,14405,0,12615,32517
Ronald Reagan Washington National Airport - Cincinnati/Northern Kentucky International Airport,Delta Air Lines Inc.,598,24,216,0,648,1486
Ronald Reagan Washington National Airport - Dallas/Fort Worth International Airport,American Airlines Inc.,5034,1192,5849,0,10629,22704
Ronald Reagan Washington National Airport - Denver International Airport,Frontier Airlines Inc.,978,162,872,0,567,2579
Ronald Reagan Washington National Airport - Denver International Airport,United Air Lines Inc.,984,135,609,0,2063,3791
Ronald Reagan Washington National Airport - Fort Lauderdale-Hollywood International Airport,US Airways Inc.,1819,334,1256,9,2308,5726
Ronald Reagan Washington National Airport - Gen. Edward Lawrence Logan International Airport,American Eagle Airlines Inc.,3826,656,3567,0,6903,14952
Ronald Reagan Washington National Airport - Gen. Edward Lawrence Logan International Airport,Atlantic Southeast Airlines,193,0,58,0,0,251
Ronald Reagan Washington National Airport - Gen. Edward Lawrence Logan International Airport,US Airways Inc.,1333,1202,2399,0,4348,9282
Ronald Reagan Washington National Airport - Hartsfield-Jackson Atlanta International Airport,Atlantic Southeast Airlines,103,0,0,0,0,103
Ronald Reagan Washington National Airport - Hartsfield-Jackson Atlanta International Airport,Delta Air Lines Inc.,4731,473,6222,0,5084,16510
Ronald Reagan Washington National Airport - Huntsville International Airport,Atlantic Southeast Airlines,127,0,0,0,0,127
Ronald Reagan Washington National Airport - Indianapolis International Airport,US Airways Inc.,0,212,0,0,87,299
Ronald Reagan Washington National Airport - Jackson-Evers International Airport,Atlantic Southeast Airlines,89,57,31,0,43,220
Ronald Reagan Washington National Airport - Jacksonville International Airport,US Airways Inc.,625,96,370,0,1330,2421
Ronald Reagan Washington National Airport - John F. Kennedy International Airport (New York International Airport),American Eagle Airlines Inc.,1293,70,4439,0,3459,9261
Ronald Reagan Washington National Airport - LaGuardia Airport (Marine Air Terminal),American Eagle Airlines Inc.,2588,23,9689,0,7107,19407
Ronald Reagan Washington National Airport - LaGuardia Airport (Marine Air Terminal),Delta Air Lines Inc.,1310,95,3463,0,969,5837
Ronald Reagan Washington National Airport - LaGuardia Airport (Marine Air Terminal),US Airways Inc.,1497,714,4903,0,5193,12307
Ronald Reagan Washington National Airport - Los Angeles International Airport,Alaska Airlines Inc.,874,20,143,0,0,1037
Ronald Reagan Washington National Airport - Louis Armstrong New Orleans International Airport,US Airways Inc.,195,254,257,0,441,1147
Ronald Reagan Washington National Airport - Manchester-Boston Regional Airport,US Airways Inc.,210,48,112,0,544,914
Ronald Reagan Washington National Airport - McCarran International Airport,US Airways Inc.,1167,137,426,81,2172,3983
Ronald Reagan Washington National Airport - Miami International Airport,American Airlines Inc.,4443,512,3701,0,10131,18787
Ronald Reagan Washington National Airport - Nashville International Airport,American Eagle Airlines Inc.,1449,50,991,0,5337,7827
Ronald Reagan Washington National Airport - Northwest Arkansas Regional Airport,American Eagle Airlines Inc.,577,198,698,0,1712,3185
Ronald Reagan Washington National Airport - Orlando International Airport,US Airways Inc.,1448,438,1541,0,2914,6341
Ronald Reagan Washington National Airport - Palm Beach International Airport,US Airways Inc.,888,126,791,21,854,2680
Ronald Reagan Washington National Airport - Phoenix Sky Harbor International Airport,US Airways Inc.,1595,329,967,4,730,3625
Ronald Reagan Washington National Airport - Pittsburgh International Airport,US Airways Inc.,91,113,107,0,225,536
Ronald Reagan Washington National Airport - Raleigh-Durham International Airport,American Eagle Airlines Inc.,3572,550,1556,0,7870,13548
Ronald Reagan Washington National Airport - Salt Lake City International Airport,Delta Air Lines Inc.,110,0,96,0,618,824
Ronald Reagan Washington National Airport - Sarasota-Bradenton International Airport,US Airways Inc.,31,0,6,0,0,37
Ronald Reagan Washington National Airport - Seattle-Tacoma International Airport,Alaska Airlines Inc.,550,28,575,0,486,1639
Ronald Reagan Washington National Airport - Southwest Florida International Airport,US Airways Inc.,439,0,121,0,326,886
Ronald Reagan Washington National Airport - St. Louis International Airport at Lambert Field,American Airlines Inc.,1250,251,678,0,2742,4921
Ronald Reagan Washington National Airport - Syracuse Hancock International Airport,US Airways Inc.,197,110,25,0,560,892
Ronald Reagan Washington National Airport - Tampa International Airport,US Airways Inc.,1755,599,1369,0,2228,5951
Ronald Reagan Washington National Airport - Theodore Francis Green State Airport,US Airways Inc.,521,246,415,0,1245,2427
Roswell International Air Center - Dallas/Fort Worth International Airport,American Eagle Airlines Inc.,2082,1074,194,8,1393,4751
Sacramento International Airport - Arcata Airport,Skywest Airlines Inc.,647,51,178,0,1982,2858
Sacramento International Airport - Bob Hope Airport (Hollywood Burbank Airport),Southwest Airlines Co.,2161,213,222,14,8915,11525
Sacramento International Airport - Charlotte Douglas International Airport,US Airways Inc.,298,0,27,0,388,713
Sacramento International Airport - Chicago Midway International Airport,Southwest Airlines Co.,563,142,345,18,1226,2294
Sacramento International Airport - Chicago O'Hare International Airport,United Air Lines Inc.,3150,377,4295,0,3630,11452
Sacramento International Airport - Dallas/Fort Worth International Airport,American Airlines Inc.,2207,231,455,0,3329,6222
Sacramento International Airport - Denver International Airport,Frontier Airlines Inc.,504,17,946,0,1342,2809
Sacramento International Airport - Denver International Airport,United Air Lines Inc.,2167,77,710,0,5752,8706
Sacramento International Airport - Hartsfield-Jackson Atlanta International Airport,Delta Air Lines Inc.,1173,0,142,0,918,2233
Sacramento International Airport - Honolulu International Airport,Hawaiian Airlines Inc.,1825,188,0,0,107,2120
Sacramento International Airport - John F. Kennedy International Airport (New York International Airport),JetBlue Airways,62,0,172,0,1086,1320
Sacramento International Airport - John Wayne Airport (Orange County Airport),Southwest Airlines Co.,1553,257,307,7,4150,6274
Sacramento International Airport - Kansas City International Airport,Southwest Airlines Co.,130,242,4,0,0,376
Sacramento International Airport - Long Beach Airport (Daugherty Field),JetBlue Airways,84,15,55,0,1228,1382
Sacramento International Airport - Los Angeles International Airport,Skywest Airlines Inc.,1188,28,759,0,3701,5676
Sacramento International Airport - Los Angeles International Airport,Southwest Airlines Co.,2458,51,1800,17,10055,14381
Sacramento International Airport - Los Angeles International Airport,United Air Lines Inc.,20,0,34,0,66,120
Sacramento International Airport - McCarran International Airport,Southwest Airlines Co.,1844,636,1916,28,8428,12852
Sacramento International Airport - McCarran International Airport,US Airways Inc.,734,0,652,20,1408,2814
Sacramento International Airport - Ontario International Airport,Southwest Airlines Co.,2209,9,334,19,12439,15010
Sacramento International Airport - Philadelphia International Airport,US Airways Inc.,333,0,167,0,0,500
Sacramento International Airport - Phoenix Sky Harbor International Airport,Southwest Airlines Co.,1253,63,322,5,5897,7540
Sacramento International Airport - Phoenix Sky Harbor International Airport,US Airways Inc.,1564,85,304,0,2163,4116
Sacramento International Airport - Portland International Airport,Alaska Airlines Inc.,421,8,160,0,1207,1796
Sacramento International Airport - Portland International Airport,Southwest Airlines Co.,1826,0,715,9,8146,10696
Sacramento International Airport - Salt Lake City International Airport,Delta Air Lines Inc.,231,23,66,0,603,923
Sacramento International Airport - Salt Lake City International Airport,Skywest Airlines Inc.,564,50,154,0,2044,2812
Sacramento International Airport - San Diego International Airport (Lindbergh Field),Southwest Airlines Co.,2937,299,611,39,12106,15992
Sacramento International Airport - San Francisco International Airport,Skywest Airlines Inc.,1403,404,7477,0,8127,17411
Sacramento International Airport - Santa Barbara Municipal Airport (Santa Barbara Airport),Skywest Airlines Inc.,0,0,0,0,23,23
Sacramento International Airport - Seattle-Tacoma International Airport,Alaska Airlines Inc.,2071,11,879,0,2660,5621
Sacramento International Airport - Seattle-Tacoma International Airport,Southwest Airlines Co.,1254,4,710,0,5743,7711
Sacramento International Airport - Washington Dulles International Airport,United Air Lines Inc.,886,192,193,0,120,1391
Salt Lake City International Airport - Albuquerque International Sunport,Skywest Airlines Inc.,1036,398,57,0,792,2283
Salt Lake City International Airport - Albuquerque International Sunport,Southwest Airlines Co.,587,88,233,0,1821,2729
Salt Lake City International Airport - Arcata Airport,Skywest Airlines Inc.,388,0,19,0,0,407
Salt Lake City International Airport - Aspen-Pitkin County Airport,Skywest Airlines Inc.,1641,686,166,39,397,2929
Salt Lake City International Airport - Austin-Bergstrom International Airport,Skywest Airlines Inc.,1730,512,64,39,855,3200
Salt Lake City International Airport - Baltimore-Washington International Airport,Delta Air Lines Inc.,177,8,174,0,160,519
Salt Lake City International Airport - Baltimore-Washington International Airport,Southwest Airlines Co.,217,2,274,0,724,1217
Salt Lake City International Airport - Bellingham International Airport,Skywest Airlines Inc.,269,0,0,0,0,269
Salt Lake City International Airport - Bert Mooney Airport,Skywest Airlines Inc.,607,372,7,0,157,1143
Salt Lake City International Airport - Bill and Hillary Clinton National Airport (Adams Field),Skywest Airlines Inc.,83,215,36,0,0,334
Salt Lake City International Airport - Billings Logan International Airport,Skywest Airlines Inc.,2857,505,87,0,541,3990
Salt Lake City International Airport - Birmingham-Shuttlesworth International Airport,Skywest Airlines Inc.,204,0,0,0,0,204
Salt Lake City International Airport - Bob Hope Airport (Hollywood Burbank Airport),JetBlue Airways,181,0,206,0,499,886
Salt Lake City International Airport - Bob Hope Airport (Hollywood Burbank Airport),Skywest Airlines Inc.,3346,546,257,21,597,4767
Salt Lake City International Airport - Boise Airport (Boise Air Terminal),Delta Air Lines Inc.,872,120,463,0,603,2058
Salt Lake City International Airport - Boise Airport (Boise Air Terminal),Skywest Airlines Inc.,2296,646,53,51,880,3926
Salt Lake City International Airport - Boise Airport (Boise Air Terminal),Southwest Airlines Co.,1123,241,547,0,5007,6918
Salt Lake City International Airport - Bozeman Yellowstone International Airport (Gallatin Field Airport),Skywest Airlines Inc.,4330,1661,119,0,1826,7936
Salt Lake City International Airport - Cedar City Regional Airport,Skywest Airlines Inc.,1347,0,18,0,215,1580
Salt Lake City International Airport - Charlotte Douglas International Airport,Delta Air Lines Inc.,573,0,107,0,339,1019
Salt Lake City International Airport - Chicago Midway International Airport,Southwest Airlines Co.,593,80,1017,0,1248,2938
Salt Lake City International Airport - Chicago O'Hare International Airport,American Airlines Inc.,721,27,3814,0,2023,6585
Salt Lake City International Airport - Chicago O'Hare International Airport,Delta Air Lines Inc.,239,156,3472,0,753,4620
Salt Lake City International Airport - Chicago O'Hare International Airport,Skywest Airlines Inc.,295,833,1116,0,0,2244
Salt Lake City International Airport - Chicago O'Hare International Airport,United Air Lines Inc.,1040,702,4384,0,4491,10617
Salt Lake City International Airport - Cincinnati/Northern Kentucky International Airport,Delta Air Lines Inc.,2163,222,401,0,1478,4264
Salt Lake City International Airport - Cincinnati/Northern Kentucky International Airport,Skywest Airlines Inc.,300,0,86,0,0,386
Salt Lake City International Airport - City of Colorado Springs Municipal Airport,Skywest Airlines Inc.,887,558,37,0,383,1865
Salt Lake City International Airport - Cleveland Hopkins International Airport,Delta Air Lines Inc.,137,0,6,0,141,284
